,ts_code,trade_date,open,high,low,close,pct_chg,vol,hlc3,t_chg,ema_lower,ema,ema_upper,bandwidth,bandwidth_chg,percent,macd,histogram,signal,avgwidthratio30,avgwidthratio20,avgwidthratio10,avgwidthratio5,rsi,cci,volratio5,volratio10,volratio3,pirceratio5,pirceratio10,priceratio3,forcasting1,forcasting5
405,600409.SH,20200930,6.1881,6.3105,6.0845,6.2257,0.6076,180678.19,6.207,0.608,5.68,6.075,6.47,13.012,-0.398,0.667,0.151,-0.018,0.169,0.628,0.633,0.75,0.804,56.806,16.211,0.826,0.583,0.911,0.994,1.003,1.004,1290.36,1049.665
406,600409.SH,20200929,6.0091,6.2728,5.9809,6.1881,2.4961,194172.28,6.147,2.979,5.655,6.061,6.467,13.41,-0.046,0.606,0.158,-0.016,0.174,0.638,0.644,0.741,0.786,55.015,1.106,0.659,0.573,0.892,0.976,0.995,0.986,1258.33,1148.948
407,600409.SH,20200928,6.2257,6.3576,6.0185,6.0374,-2.7308,160180.0,6.138,-3.025,5.645,6.052,6.459,13.456,-0.704,0.605,0.171,-0.007,0.178,0.632,0.638,0.711,0.763,54.741,9.145,0.467,0.425,0.669,0.974,0.999,0.976,1241.38,1155.068
408,600409.SH,20200925,6.2917,6.3011,5.9997,6.2069,-0.9021,264756.7,6.169,-1.348,5.615,6.043,6.471,14.16,-3.234,0.648,0.186,0.006,0.18,0.655,0.662,0.712,0.776,55.785,24.456,0.799,0.637,0.788,0.985,1.01,0.968,1222.55,111.827
409,600409.SH,20200924,6.2917,6.367,6.1692,6.2634,-1.0412,174332.68,6.267,-0.45,5.505,6.03,6.554,17.394,-1.905,0.726,0.199,0.021,0.178,0.796,0.807,0.842,0.935,59.005,65.107,0.497,0.361,0.43,1.007,1.031,0.987,1224.43,-79.49
410,600409.SH,20200923,6.3388,6.5083,6.2634,6.3293,0.0,271603.3,6.367,-0.15,5.425,6.005,6.584,19.299,-0.127,0.813,0.203,0.03,0.173,0.877,0.89,0.905,1.024,62.44,115.331,0.695,0.553,0.704,1.032,1.056,1.021,1247.03,-167.89
411,600409.SH,20200922,6.5083,6.5083,6.2446,6.3293,-2.8906,247043.35,6.361,-2.75,5.387,5.967,6.546,19.426,0.786,0.84,0.194,0.029,0.166,0.874,0.891,0.885,1.011,62.314,145.096,0.569,0.475,0.622,1.042,1.063,1.034,1259.27,-138.56
412,600409.SH,20200921,6.2728,6.7249,6.2257,6.5177,3.592,650240.09,6.489,3.904,5.373,5.925,6.477,18.64,1.694,1.011,0.182,0.023,0.158,0.827,0.849,0.824,0.937,66.557,222.302,1.539,1.297,1.797,1.083,1.091,1.075,1265.86,-474.356
413,600409.SH,20200918,5.8867,6.3482,5.8678,6.2917,6.3704,452205.96,6.169,6.88,5.369,5.866,6.363,16.947,-0.812,0.805,0.15,-0.003,0.152,0.739,0.764,0.726,0.8,60.357,87.976,0.978,0.875,1.202,1.042,1.037,1.029,1284.7,-381.821
414,600409.SH,20200917,6.0185,6.0185,5.8678,5.9149,-1.4134,192786.06,5.934,-1.721,5.316,5.834,6.352,17.759,-1.812,0.597,0.14,-0.013,0.153,0.761,0.793,0.746,0.788,54.65,-32.232,0.33,0.33,0.408,1.001,0.991,0.996,1280.94,608.626
415,600409.SH,20200916,6.0939,6.1221,5.8961,5.9997,-1.5458,292232.92,6.006,-1.546,5.253,5.823,6.393,19.571,-1.154,0.66,0.148,-0.008,0.156,0.827,0.869,0.824,0.826,56.972,9.353,0.492,0.435,0.51,1.019,1.001,1.019,1220.66,571.271
416,600409.SH,20200915,5.9243,6.1692,5.8772,6.0939,1.5701,510037.18,6.047,2.863,5.203,5.804,6.405,20.724,-0.921,0.702,0.15,-0.008,0.159,0.865,0.918,0.878,0.842,58.263,38.455,0.844,0.712,0.755,1.031,1.011,1.029,1191.46,461.67
417,600409.SH,20200914,6.075,6.1504,5.8396,5.9997,1.5951,509343.61,5.997,-1.24,5.153,5.778,6.404,21.645,-1.069,0.674,0.146,-0.015,0.161,0.896,0.958,0.925,0.854,57.16,33.058,0.858,0.738,0.8,1.021,1.013,1.029,1209.36,762.936
418,600409.SH,20200911,5.7077,5.962,5.5099,5.9055,4.3264,577754.97,5.792,3.465,5.102,5.755,6.409,22.713,-1.9,0.528,0.144,-0.02,0.164,0.933,1.002,0.981,0.883,52.446,-18.624,0.962,0.868,0.91,0.974,0.984,0.99,1209.36,914.019
419,600409.SH,20200910,6.0185,6.0468,5.5005,5.6606,-5.0554,692801.49,5.736,-5.947,5.044,5.752,6.459,24.614,-1.366,0.489,0.16,-0.01,0.169,1.006,1.086,1.076,0.969,51.07,-35.311,1.084,1.085,1.21,0.949,0.977,0.967,1190.52,870.152
420,600409.SH,20200909,5.8019,6.2634,5.6889,5.962,2.2606,921190.27,5.971,2.759,5.006,5.753,6.501,25.979,-0.456,0.646,0.183,0.011,0.172,1.057,1.15,1.155,1.07,57.467,33.656,1.322,1.527,1.854,0.982,1.019,0.996,1156.61,-412.506
421,600409.SH,20200908,5.7736,5.8867,5.7266,5.8302,0.9803,355633.27,5.814,0.98,4.973,5.73,6.488,26.435,0.097,0.556,0.187,0.018,0.169,1.071,1.171,1.198,1.148,53.916,0.597,0.442,0.558,0.556,0.957,0.994,0.95,1162.26,35.574
422,600409.SH,20200907,6.0185,6.1504,5.7266,5.7736,-5.1097,569994.46,5.884,-4.069,4.968,5.721,6.475,26.338,0.352,0.608,0.204,0.04,0.165,1.063,1.163,1.217,1.203,55.808,26.047,0.764,0.909,0.701,0.982,1.013,0.95,1179.22,288.187
423,600409.SH,20200904,6.0279,6.1504,5.9149,6.0845,-0.6142,442599.92,6.05,0.939,4.963,5.704,6.445,25.986,1.018,0.733,0.217,0.062,0.155,1.043,1.139,1.221,1.243,60.534,69.608,0.612,0.731,0.464,1.028,1.055,0.987,1160.38,-405.003
424,600409.SH,20200903,6.3482,6.4518,6.1033,6.1221,-2.9855,619695.78,6.226,-3.562,4.96,5.668,6.375,24.968,2.254,0.894,0.213,0.074,0.139,0.993,1.083,1.188,1.23,65.983,120.998,0.903,1.062,0.726,1.078,1.101,1.052,1185.81,-187.156
425,600409.SH,20200902,6.3011,6.4895,6.1975,6.3105,0.9034,925582.34,6.332,0.149,4.972,5.609,6.246,22.715,3.417,1.068,0.187,0.066,0.121,0.893,0.97,1.084,1.126,69.49,176.184,1.492,1.773,1.327,1.113,1.139,1.114,1220.66,-889.869
426,600409.SH,20200901,5.9243,6.367,5.8961,6.254,7.269,1266298.35,6.172,5.565,4.999,5.533,6.067,19.297,0.418,1.099,0.14,0.036,0.104,0.748,0.808,0.91,0.938,67.067,188.453,2.38,2.8,2.633,1.1,1.127,1.114,1243.26,-280.285
427,600409.SH,20200831,5.6606,5.962,5.5759,5.8302,7.6537,1003989.12,5.789,2.996,4.95,5.466,5.982,18.879,-0.602,0.814,0.094,-0.001,0.095,0.721,0.776,0.877,0.897,60.064,133.142,2.285,2.597,2.765,1.043,1.07,1.044,1256.45,0.293
428,600409.SH,20200828,5.3215,5.4346,5.265,5.4157,0.6991,220750.91,5.372,1.77,4.903,5.432,5.961,19.482,-0.563,0.443,0.073,-0.022,0.095,0.733,0.786,0.888,0.908,49.188,0.677,0.505,0.563,0.449,0.97,0.997,0.955,1208.42,201.875
429,600409.SH,20200827,5.5099,5.557,5.3027,5.3781,-2.0579,299610.56,5.413,-2.392,4.893,5.438,5.983,20.045,-1.362,0.477,0.088,-0.013,0.101,0.744,0.796,0.897,0.92,50.428,13.846,0.665,0.716,0.566,0.98,1.009,0.962,1124.59,785.805
430,600409.SH,20200826,5.7454,5.7925,5.4722,5.4911,-4.7379,399271.9,5.585,-4.426,4.858,5.441,6.023,21.406,-0.505,0.624,0.102,-0.002,0.104,0.787,0.838,0.946,0.977,55.929,72.795,0.938,0.968,0.83,1.02,1.043,1.006,1079.38,452.702
431,600409.SH,20200825,5.8019,5.9243,5.7171,5.7642,-1.132,532659.21,5.802,-0.65,4.831,5.425,6.02,21.912,0.21,0.817,0.101,-0.004,0.105,0.799,0.846,0.952,1.0,64.015,158.642,1.269,1.335,1.202,1.079,1.088,1.067,1086.92,366.251
432,600409.SH,20200824,5.5005,5.8302,5.4157,5.8302,7.094,736450.0,5.692,5.994,4.801,5.386,5.97,21.701,-0.008,0.762,0.075,-0.031,0.106,0.786,0.826,0.921,0.985,61.403,131.747,2.141,1.989,2.293,1.079,1.071,1.067,1125.53,286.355
433,600409.SH,20200821,5.3969,5.5099,5.331,5.444,2.483,447548.29,5.428,0.873,4.772,5.354,5.935,21.709,-0.218,0.564,0.053,-0.061,0.113,0.782,0.813,0.895,0.969,54.002,19.804,1.417,1.142,1.342,1.039,1.018,1.027,1159.44,329.233
434,600409.SH,20200820,5.2745,5.3781,5.1991,5.3121,0.0,208067.54,5.296,0.713,4.76,5.346,5.932,21.927,-0.179,0.458,0.05,-0.078,0.129,0.788,0.807,0.877,0.959,49.537,-38.696,0.548,0.488,0.591,1.018,0.985,1.012,1127.42,116.891
435,600409.SH,20200819,5.2933,5.444,5.2274,5.3121,0.0,380211.33,5.328,0.355,4.759,5.351,5.942,22.106,-0.014,0.481,0.06,-0.088,0.148,0.796,0.8,0.858,0.951,50.617,-38.749,1.023,0.8,1.164,1.02,0.978,1.029,1075.61,11.159
436,600409.SH,20200818,5.2556,5.331,5.2368,5.3121,0.5337,248625.19,5.293,1.075,4.761,5.353,5.945,22.121,0.236,0.449,0.068,-0.102,0.17,0.802,0.789,0.838,0.924,49.499,-55.18,0.63,0.474,0.603,1.005,0.962,1.028,1062.42,285.882
437,600409.SH,20200817,5.0861,5.3404,5.0578,5.2839,3.889,497075.64,5.227,3.889,4.773,5.36,5.946,21.885,-0.569,0.387,0.081,-0.115,0.196,0.804,0.769,0.811,0.878,47.401,-79.488,1.302,0.872,1.339,0.984,0.941,1.004,1062.42,836.001
438,600409.SH,20200814,5.0861,5.1426,5.0013,5.0861,-0.1845,282005.76,5.077,0.0,4.77,5.374,5.977,22.453,-1.536,0.254,0.103,-0.122,0.225,0.839,0.778,0.815,0.861,42.346,-130.241,0.628,0.428,0.71,0.939,0.9,0.954,1059.6,1289.883
439,600409.SH,20200813,5.1614,5.1803,5.0767,5.0955,-1.0967,279408.46,5.118,-1.277,4.756,5.405,6.053,23.989,-0.692,0.278,0.144,-0.111,0.255,0.915,0.821,0.858,0.886,43.389,-155.437,0.558,0.376,0.646,0.927,0.897,0.944,1037.0,690.483
440,600409.SH,20200812,5.3215,5.3781,5.0107,5.152,-4.2041,589902.08,5.18,-3.185,4.764,5.435,6.106,24.682,0.316,0.31,0.191,-0.091,0.283,0.962,0.838,0.871,0.88,44.96,-174.289,1.063,0.779,1.292,0.913,0.902,0.935,1018.16,475.532
441,600409.SH,20200811,5.5382,5.6512,5.3498,5.3781,-3.0554,333788.7,5.46,-2.891,4.796,5.462,6.127,24.366,-1.903,0.498,0.242,-0.063,0.306,0.968,0.821,0.845,0.845,52.819,-87.85,0.528,0.415,0.642,0.95,0.948,0.971,1024.75,85.726
442,600409.SH,20200810,5.4628,5.6229,5.4346,5.5476,0.6842,386644.06,5.535,1.552,4.745,5.462,6.179,26.269,-1.48,0.551,0.276,-0.046,0.321,1.066,0.883,0.902,0.9,55.221,-50.108,0.528,0.452,0.593,0.955,0.964,0.96,1053.01,-238.873
443,600409.SH,20200807,5.6135,5.6606,5.3875,5.5099,-1.35,418945.73,5.519,-1.846,4.698,5.454,6.211,27.75,-1.622,0.543,0.306,-0.027,0.333,1.151,0.935,0.945,0.946,54.826,-46.236,0.479,0.487,0.561,0.94,0.966,0.942,1092.57,-191.146
444,600409.SH,20200806,5.7831,5.8396,5.5005,5.5853,-3.577,686409.23,5.642,-3.42,4.648,5.448,6.248,29.372,-0.713,0.621,0.342,0.003,0.34,1.246,0.999,0.993,1.007,58.547,-4.78,0.716,0.801,0.835,0.956,0.992,0.956,1105.75,-764.604
445,600409.SH,20200805,5.8396,5.9055,5.6983,5.7925,-3.15,586945.09,5.799,-0.807,4.611,5.427,6.243,30.084,-0.37,0.728,0.371,0.032,0.339,1.307,1.039,1.012,1.038,63.658,45.842,0.595,0.664,0.591,0.987,1.027,0.975,1109.52,-1106.635
446,600409.SH,20200804,6.3105,6.433,5.8867,5.9809,0.6343,916413.27,6.1,-5.223,4.568,5.388,6.208,30.454,1.389,0.934,0.386,0.055,0.331,1.355,1.077,1.024,1.056,75.313,117.721,0.939,1.041,0.863,1.053,1.098,1.038,1137.78,-1059.613
447,600409.SH,20200803,5.8678,5.962,5.7548,5.9432,1.285,798297.77,5.887,1.285,4.541,5.313,6.085,29.065,0.687,0.872,0.369,0.052,0.317,1.323,1.06,0.972,1.005,71.955,92.712,0.798,0.944,0.76,1.033,1.078,1.013,1177.34,-1263.398
448,600409.SH,20200731,5.7925,6.0091,5.5759,5.8678,-0.3211,988214.82,5.818,1.3,4.507,5.253,5.998,28.378,-0.266,0.879,0.364,0.06,0.304,1.321,1.074,0.941,0.97,70.768,97.458,1.081,1.15,0.971,1.038,1.081,1.01,1192.41,-845.817
449,600409.SH,20200730,6.0562,6.2446,5.8584,5.8867,-0.7938,1268429.62,5.997,-2.799,4.449,5.193,5.937,28.644,0.245,1.04,0.359,0.07,0.289,1.365,1.127,0.941,0.962,78.74,163.701,1.563,1.45,1.356,1.092,1.129,1.072,1181.1,-871.053
450,600409.SH,20200729,5.6135,5.9526,5.557,5.9338,7.3253,1193807.69,5.814,5.706,4.383,5.109,5.834,28.399,-0.571,0.987,0.33,0.058,0.272,1.386,1.163,0.93,0.936,76.224,155.299,1.57,1.476,1.581,1.074,1.112,1.067,1175.45,-966.376
451,600409.SH,20200728,5.5476,5.8867,5.4628,5.5288,-1.6735,752933.69,5.626,-0.339,4.305,5.034,5.763,28.97,-0.685,0.906,0.306,0.049,0.257,1.45,1.235,0.949,0.946,73.196,129.455,0.964,0.961,1.03,1.056,1.089,1.047,1182.05,-53.756
452,600409.SH,20200727,5.4063,5.7831,5.4063,5.6229,5.1049,855954.39,5.604,4.006,4.235,4.972,5.709,29.655,0.167,0.929,0.29,0.045,0.245,1.524,1.316,0.977,0.963,72.823,152.4,1.209,1.157,1.159,1.078,1.1,1.054,1146.26,-6.989
453,600409.SH,20200724,5.2839,5.5099,5.1426,5.3498,1.4276,939415.02,5.334,1.247,4.182,4.905,5.629,29.488,-0.951,0.796,0.267,0.034,0.234,1.558,1.36,0.98,0.948,67.735,96.94,1.269,1.348,1.3,1.039,1.054,1.015,1115.17,915.959
454,600409.SH,20200723,5.2556,5.3592,5.0767,5.2745,-0.3552,472817.27,5.237,0.36,4.121,4.86,5.6,30.439,-1.259,0.755,0.262,0.037,0.225,1.657,1.463,1.033,0.972,65.591,80.36,0.525,0.658,0.667,1.02,1.041,1.016,1097.27,912.18
455,600409.SH,20200722,5.3686,5.4817,5.1803,5.2933,-0.1773,655416.01,5.318,-1.403,4.057,4.821,5.585,31.698,-0.107,0.826,0.262,0.046,0.216,1.783,1.591,1.115,1.025,69.148,133.591,0.754,0.92,0.791,1.05,1.067,1.05,1062.43,818.146
456,600409.SH,20200721,5.2839,5.6041,5.2274,5.3027,1.2584,885359.63,5.378,0.356,4.01,4.768,5.526,31.804,1.15,0.902,0.25,0.046,0.204,1.851,1.67,1.177,1.045,71.773,201.025,1.104,1.279,0.917,1.078,1.091,1.069,1056.78,957.764
457,600409.SH,20200720,4.8318,5.2368,4.8035,5.2368,10.1001,876045.34,5.092,8.382,3.983,4.704,5.425,30.655,0.014,0.769,0.224,0.031,0.193,1.846,1.682,1.215,1.024,66.079,105.406,1.219,1.291,1.014,1.029,1.043,1.022,1059.6,422.755
458,600409.SH,20200717,4.8506,4.9825,4.747,4.7564,-1.942,418154.8,4.829,-1.942,3.949,4.663,5.378,30.641,-0.774,0.616,0.218,0.033,0.185,1.919,1.761,1.324,1.047,59.038,13.96,0.576,0.624,0.475,0.971,0.999,0.965,1053.95,1294.841
459,600409.SH,20200716,5.1332,5.2085,4.8224,4.8506,-9.4902,1134689.38,4.96,-5.505,3.916,4.646,5.375,31.415,-0.241,0.716,0.233,0.056,0.177,2.058,1.9,1.499,1.123,65.293,58.04,1.729,1.953,1.645,1.0,1.04,0.997,999.32,699.994
460,600409.SH,20200715,5.0013,5.3592,5.0013,5.3592,10.0565,1434739.58,5.24,7.156,3.882,4.613,5.343,31.656,2.351,0.93,0.235,0.072,0.163,2.177,2.022,1.689,1.214,82.36,129.665,2.79,3.108,3.207,1.072,1.12,1.068,960.7,24.742
461,600409.SH,20200714,4.9354,5.0296,4.7847,4.8695,-2.0832,468527.45,4.895,-1.335,3.88,4.547,5.213,29.305,0.401,0.761,0.207,0.061,0.145,2.111,1.968,1.735,1.225,74.865,66.985,0.856,1.074,0.921,1.005,1.06,0.998,1020.98,704.394
462,600409.SH,20200713,4.8224,4.9919,4.8035,4.9731,3.3286,479695.18,4.923,3.125,3.858,4.51,5.162,28.904,1.171,0.817,0.202,0.072,0.13,2.184,2.043,1.902,1.381,77.345,83.778,0.816,1.168,0.898,1.024,1.081,1.01,1022.87,711.129
463,600409.SH,20200710,4.9448,4.9448,4.7847,4.8129,-3.0361,375797.92,4.847,-2.667,3.847,4.466,5.086,27.733,1.139,0.808,0.19,0.079,0.112,2.17,2.061,2.021,1.576,75.332,80.806,0.649,0.964,0.619,1.027,1.079,0.997,984.26,988.049
464,600409.SH,20200709,4.9354,5.0296,4.8977,4.9636,0.1897,465235.24,4.964,0.571,3.838,4.426,5.015,26.594,2.961,0.956,0.181,0.089,0.092,2.132,2.075,2.141,1.847,86.238,125.186,0.881,1.303,0.692,1.08,1.124,1.042,978.6,-116.893
465,600409.SH,20200708,4.7847,5.0578,4.6434,4.9542,4.1586,713982.64,4.885,3.543,3.853,4.37,4.886,23.633,3.377,0.999,0.154,0.084,0.07,1.917,1.918,2.062,2.025,84.872,143.072,1.664,2.363,1.245,1.088,1.123,1.058,977.65,134.448
466,600409.SH,20200707,4.8745,4.9474,4.7196,4.7561,-2.0633,582589.07,4.808,-2.429,3.878,4.316,4.753,20.256,3.788,1.063,0.125,0.076,0.049,1.641,1.689,1.869,2.072,83.369,175.772,1.602,2.22,1.246,1.093,1.12,1.075,991.78,1039.236
467,600409.SH,20200706,4.7105,4.8654,4.6467,4.8563,5.1284,667712.32,4.789,3.095,3.913,4.264,4.615,16.468,5.608,1.249,0.094,0.065,0.03,1.312,1.394,1.56,1.882,83.002,260.824,2.342,3.061,2.018,1.113,1.132,1.104,971.03,80.726
468,600409.SH,20200703,4.4463,4.6832,4.3916,4.6194,5.8452,723011.16,4.565,3.893,3.98,4.208,4.437,10.86,3.091,1.28,0.056,0.042,0.014,0.835,0.919,1.008,1.227,77.3,276.512,3.815,4.347,3.655,1.079,1.09,1.072,961.24,523.772
469,600409.SH,20200702,4.2185,4.3734,4.1912,4.3643,3.2335,321360.06,4.31,3.456,4.009,4.171,4.333,7.769,0.353,0.928,0.028,0.025,0.003,0.571,0.652,0.689,0.808,64.997,152.552,2.096,2.12,1.929,1.025,1.034,1.018,947.57,600.585
470,600409.SH,20200701,4.2458,4.2732,4.1912,4.2276,-0.4287,158803.33,4.231,-0.429,4.002,4.156,4.31,7.416,0.144,0.741,0.019,0.023,-0.003,0.521,0.618,0.628,0.703,58.583,99.29,1.096,1.054,0.967,1.009,1.019,1.005,898.37,1212.95
471,600409.SH,20200630,4.2641,4.2823,4.2094,4.2458,0.2148,120562.52,4.246,-0.429,3.998,4.148,4.299,7.272,-1.599,0.823,0.015,0.024,-0.009,0.489,0.603,0.589,0.628,60.55,137.185,0.807,0.765,0.753,1.016,1.026,1.014,859.19,1112.946
472,600409.SH,20200629,4.1912,4.3187,4.1912,4.2367,0.4314,190527.05,4.249,1.086,3.955,4.138,4.322,8.871,-1.442,0.802,0.009,0.024,-0.015,0.574,0.735,0.696,0.72,60.927,169.974,1.291,1.242,1.364,1.022,1.031,1.02,847.34,715.775
473,600409.SH,20200624,4.1729,4.2732,4.1456,4.2185,1.5356,196450.76,4.212,1.093,3.914,4.126,4.339,10.312,-1.155,0.702,-0.0,0.021,-0.021,0.647,0.844,0.793,0.805,58.024,165.207,1.4,1.272,1.544,1.018,1.025,1.015,848.25,1067.233
474,600409.SH,20200623,4.1456,4.1729,4.0909,4.1547,0.2195,149469.66,4.14,0.22,3.881,4.117,4.354,11.468,-0.849,0.547,-0.008,0.018,-0.026,0.7,0.918,0.871,0.874,51.345,57.448,1.053,0.933,1.109,1.003,1.008,0.997,845.52,866.988
475,600409.SH,20200622,4.1638,4.1638,4.1365,4.1456,-0.6542,104304.0,4.149,-0.437,3.862,4.115,4.369,12.317,-0.75,0.566,-0.011,0.02,-0.031,0.734,0.961,0.93,0.928,52.307,44.742,0.698,0.593,0.71,1.009,1.011,1.004,837.32,499.626
476,600409.SH,20200619,4.1729,4.1729,4.1274,4.1729,0.4381,108328.6,4.158,0.0,3.843,4.112,4.38,13.067,-0.34,0.586,-0.014,0.021,-0.036,0.761,0.991,0.984,0.983,53.224,26.918,0.661,0.53,0.678,1.014,1.01,1.01,830.03,110.296
477,600409.SH,20200618,4.1456,4.2003,4.1274,4.1547,-0.2186,146753.38,4.161,0.22,3.831,4.107,4.382,13.407,0.047,0.598,-0.02,0.021,-0.041,0.767,0.983,1.015,1.01,53.516,18.126,0.896,0.647,0.916,1.019,1.007,1.017,831.85,153.162
478,600409.SH,20200617,4.1001,4.1638,4.0727,4.1638,1.5536,179862.8,4.133,1.554,3.827,4.101,4.375,13.361,0.084,0.559,-0.027,0.019,-0.046,0.752,0.942,1.028,1.009,51.316,-8.747,1.069,0.74,1.094,1.014,0.998,1.014,832.76,218.029
479,600409.SH,20200616,4.0727,4.1092,4.0272,4.1001,1.1247,153015.11,4.079,0.673,3.826,4.098,4.37,13.277,0.021,0.465,-0.033,0.017,-0.051,0.74,0.897,1.048,1.003,46.668,-37.485,0.859,0.526,0.942,0.999,0.983,1.001,831.85,264.83
480,600409.SH,20200615,4.0818,4.1547,4.0545,4.0545,-0.8898,159447.15,4.088,-0.669,3.828,4.1,4.371,13.256,0.01,0.478,-0.035,0.02,-0.055,0.736,0.857,1.078,1.002,47.361,-13.782,0.806,0.553,0.915,1.0,0.989,1.004,826.39,222.831
481,600409.SH,20200612,4.0363,4.0909,3.9998,4.0909,-0.2244,148587.07,4.061,1.353,3.829,4.101,4.372,13.246,0.008,0.426,-0.038,0.022,-0.06,0.74,0.821,1.114,1.0,45.089,-17.858,0.611,0.524,0.781,0.985,0.987,0.994,815.46,133.998
482,600409.SH,20200611,4.0545,4.1183,4.0181,4.1001,1.1247,196338.76,4.079,1.125,3.833,4.105,4.377,13.238,-0.003,0.452,-0.038,0.028,-0.066,0.75,0.79,1.151,1.007,46.323,1.021,0.711,0.711,0.933,0.979,0.996,0.995,814.54,312.98
483,600409.SH,20200610,4.1001,4.1001,4.0454,4.0545,-0.8898,145338.69,4.067,-1.112,3.836,4.108,4.38,13.241,0.028,0.424,-0.039,0.034,-0.073,0.761,0.764,1.149,1.036,45.406,2.538,0.466,0.533,0.52,0.969,0.997,0.98,819.1,425.448
484,600409.SH,20200609,4.1001,4.1183,4.0363,4.0909,-0.4453,207006.21,4.082,-0.224,3.841,4.112,4.384,13.214,0.023,0.444,-0.039,0.042,-0.081,0.77,0.738,1.112,1.084,46.317,14.09,0.531,0.793,0.635,0.969,1.006,0.969,815.46,292.28
485,600409.SH,20200608,4.1456,4.1729,4.0727,4.1092,0.0,212316.86,4.118,-0.878,3.844,4.115,4.387,13.191,-0.07,0.505,-0.04,0.052,-0.091,0.78,0.714,1.061,1.145,48.473,32.79,0.563,0.835,0.586,0.987,1.019,0.97,814.54,114.48
486,600409.SH,20200605,4.1912,4.2094,4.0818,4.1092,-3.0094,276665.52,4.133,-1.956,3.842,4.115,4.388,13.26,-0.098,0.534,-0.044,0.061,-0.104,0.796,0.697,1.011,1.231,49.357,44.209,0.797,1.165,0.598,1.001,1.027,0.972,820.01,-40.601
487,600409.SH,20200604,4.2549,4.3825,4.1638,4.2367,-0.6426,422035.31,4.261,-0.428,3.838,4.113,4.388,13.358,0.707,0.769,-0.05,0.07,-0.12,0.813,0.685,0.955,1.331,57.483,109.142,1.429,2.038,1.079,1.049,1.064,1.024,821.84,-169.367
488,600409.SH,20200603,4.3005,4.501,4.2276,4.2641,0.2162,393243.63,4.331,-0.846,3.838,4.098,4.357,12.651,1.642,0.95,-0.07,0.067,-0.137,0.779,0.635,0.838,1.242,62.705,178.051,1.583,2.135,1.242,1.086,1.088,1.071,834.59,-347.414
489,600409.SH,20200602,4.2185,4.3187,4.2003,4.2549,0.4296,358295.76,4.258,0.863,3.849,4.073,4.297,11.009,1.313,0.912,-0.102,0.052,-0.154,0.683,0.542,0.668,0.983,59.129,191.71,1.776,2.233,1.404,1.085,1.076,1.079,850.08,-544.523
490,600409.SH,20200601,3.9452,4.3005,3.9452,4.2367,8.3915,678004.58,4.161,7.389,3.857,4.054,4.25,9.696,0.569,0.773,-0.133,0.033,-0.167,0.602,0.471,0.536,0.758,53.664,172.178,6.081,6.196,5.972,1.072,1.055,1.073,851.9,-347.019
491,600409.SH,20200529,3.8541,3.9543,3.8267,3.9087,1.1778,134387.25,3.897,1.417,3.858,4.042,4.227,9.128,0.338,0.105,-0.162,0.013,-0.175,0.564,0.443,0.463,0.619,30.258,-58.665,1.285,1.217,1.351,1.0,0.986,1.006,849.16,414.292
492,600409.SH,20200528,3.8723,3.8996,3.8267,3.8632,0.2361,96126.5,3.863,-0.235,3.879,4.058,4.236,8.79,-0.166,-0.045,-0.169,0.009,-0.178,0.537,0.43,0.413,0.514,25.89,-103.216,0.933,0.79,0.877,0.985,0.973,0.995,814.54,643.763
493,600409.SH,20200527,3.8996,3.8996,3.8358,3.8541,-1.1668,112248.24,3.863,-1.167,3.896,4.078,4.261,8.956,-4.571,-0.089,-0.172,0.008,-0.181,0.537,0.441,0.393,0.454,25.89,-127.386,1.041,0.91,1.072,0.977,0.969,0.987,777.19,815.911
494,600409.SH,20200526,3.8632,3.8996,3.8632,3.8996,0.9422,111368.89,3.887,0.942,3.823,4.101,4.378,13.528,-3.587,0.116,-0.174,0.009,-0.183,0.795,0.679,0.567,0.619,26.936,-131.56,1.055,0.893,1.13,0.978,0.969,0.985,771.73,742.006
495,600409.SH,20200525,3.8905,3.9178,3.8449,3.8632,-0.4689,78190.96,3.875,-0.702,3.77,4.123,4.476,17.115,-2.148,0.149,-0.176,0.009,-0.185,0.985,0.883,0.696,0.726,25.546,-168.213,0.699,0.597,0.684,0.969,0.96,0.971,775.37,920.87
496,600409.SH,20200522,3.9634,3.9816,3.8723,3.8814,-2.0689,136647.09,3.912,-2.069,3.75,4.149,4.549,19.263,-1.49,0.203,-0.175,0.012,-0.187,1.08,1.029,0.768,0.775,26.965,-163.386,1.205,1.062,1.306,0.974,0.964,0.974,776.28,764.412
497,600409.SH,20200521,4.0181,4.0272,3.9543,3.9634,-0.91,92689.99,3.982,-1.361,3.741,4.174,4.607,20.753,-2.164,0.278,-0.175,0.015,-0.19,1.133,1.151,0.82,0.805,29.903,-101.907,0.689,0.633,0.839,0.989,0.979,0.989,774.46,-181.353
498,600409.SH,20200520,4.0454,4.0636,3.9998,3.9998,-0.9043,86784.95,4.021,-1.127,3.714,4.195,4.675,22.917,-1.901,0.319,-0.179,0.015,-0.194,1.222,1.329,0.909,0.874,31.703,-47.679,0.612,0.566,0.693,0.997,0.988,1.0,784.48,-459.154
499,600409.SH,20200519,4.0272,4.1001,4.0272,4.0363,0.9125,141429.0,4.055,0.226,3.69,4.213,4.736,24.818,-1.517,0.349,-0.186,0.012,-0.198,1.298,1.511,1.004,0.944,33.272,0.029,1.015,0.917,0.977,1.002,0.999,1.009,796.32,-548.375
